CENTRAL POLLUTION CONTROL BOARD,,
01-07-2019 01:15,01-07-2019 01:30,55
01-07-2019 01:30,01-07-2019 01:45,None
01-07-2019 01:45,01-07-2019 02:00,50
01-07-2019 02:00,01-07-2019 02:15,50
01-07-2019 02:15,01-07-2019 02:30,50
01-07-2019 02:30,01-07-2019 02:45,None
01-07-2019 02:45,01-07-2019 03:00,50
01-07-2019 03:00,01-07-2019 03:15,50
01-07-2019 03:15,01-07-2019 03:30,50
01-07-2019 03:30,01-07-2019 03:45,None
01-07-2019 03:45,01-07-2019 04:00,31
01-07-2019 04:00,01-07-2019 04:15,31
01-07-2019 04:15,01-07-2019 04:30,31
01-07-2019 04:30,01-07-2019 04:45,None
01-07-2019 04:45,01-07-2019 05:00,61
01-07-2019 05:00,01-07-2019 05:15,61
01-07-2019 05:15,01-07-2019 05:30,61
01-07-2019 05:30,01-07-2019 05:45,None
01-07-2019 05:45,01-07-2019 06:00,48
01-07-2019 06:00,01-07-2019 06:15,48
01-07-2019 06:15,01-07-2019 06:30,48
01-07-2019 06:30,01-07-2019 06:45,None
01-07-2019 06:45,01-07-2019 07:00,41
01-07-2019 07:00,01-07-2019 07:15,41
01-07-2019 07:15,01-07-2019 07:30,41
01-07-2019 07:30,01-07-2019 07:45,None
01-07-2019 07:45,01-07-2019 08:00,56
01-07-2019 08:00,01-07-2019 08:15,56
01-07-2019 08:15,01-07-2019 08:30,56
01-07-2019 08:30,01-07-2019 08:45,None
01-07-2019 08:45,01-07-2019 09:00,46
01-07-2019 09:00,01-07-2019 09:15,46
01-07-2019 09:15,01-07-2019 09:30,46
01-07-2019 09:30,01-07-2019 09:45,None
01-07-2019 09:45,01-07-2019 10:00,38
01-07-2019 10:00,01-07-2019 10:15,38
01-07-2019 10:15,01-07-2019 10:30,38
01-07-2019 10:30,01-07-2019 10:45,None
01-07-2019 10:45,01-07-2019 11:00,56
01-07-2019 11:00,01-07-2019 11:15,56
01-07-2019 11:15,01-07-2019 11:30,56
01-07-2019 11:30,01-07-2019 11:45,None
01-07-2019 11:45,01-07-2019 12:00,44
01-07-2019 12:00,01-07-2019 12:15,44
01-07-2019 12:15,01-07-2019 12:30,44
01-07-2019 12:30,01-07-2019 12:45,None
01-07-2019 12:45,01-07-2019 13:00,50
01-07-2019 13:00,01-07-2019 13:15,50
01-07-2019 13:15,01-07-2019 13:30,50
01-07-2019 13:30,01-07-2019 13:45,None
01-07-2019 13:45,01-07-2019 14:00,53
01-07-2019 14:00,01-07-2019 14:15,53
01-07-2019 14:15,01-07-2019 14:30,53
01-07-2019 14:30,01-07-2019 14:45,None
01-07-2019 14:45,01-07-2019 15:00,66
01-07-2019 15:00,01-07-2019 15:15,66
01-07-2019 15:15,01-07-2019 15:30,66
01-07-2019 15:30,01-07-2019 15:45,None
01-07-2019 15:45,01-07-2019 16:00,63
01-07-2019 16:00,01-07-2019 16:15,63
01-07-2019 16:15,01-07-2019 16:30,63
01-07-2019 16:30,01-07-2019 16:45,None
01-07-2019 16:45,01-07-2019 17:00,57
01-07-2019 17:00,01-07-2019 17:15,57
01-07-2019 17:15,01-07-2019 17:30,57
01-07-2019 17:30,01-07-2019 17:45,None
01-07-2019 17:45,01-07-2019 18:00,63
01-07-2019 18:00,01-07-2019 18:15,63
01-07-2019 18:15,01-07-2019 18:30,63
01-07-2019 18:30,01-07-2019 18:45,None
01-07-2019 18:45,01-07-2019 19:00,62
01-07-2019 19:00,01-07-2019 19:15,62
01-07-2019 19:15,01-07-2019 19:30,62
01-07-2019 19:30,01-07-2019 19:45,None
01-07-2019 19:45,01-07-2019 20:00,62
01-07-2019 20:00,01-07-2019 20:15,62
01-07-2019 20:15,01-07-2019 20:30,62
01-07-2019 20:30,01-07-2019 20:45,None
01-07-2019 20:45,01-07-2019 21:00,69
01-07-2019 21:00,01-07-2019 21:15,69
01-07-2019 21:15,01-07-2019 21:30,69
01-07-2019 21:30,01-07-2019 21:45,None
01-07-2019 21:45,01-07-2019 22:00,50
01-07-2019 22:00,01-07-2019 22:15,50
01-07-2019 22:15,01-07-2019 22:30,50
01-07-2019 22:30,01-07-2019 22:45,None
01-07-2019 22:45,01-07-2019 23:00,39
01-07-2019 23:00,01-07-2019 23:15,39
01-07-2019 23:15,01-07-2019 23:30,39
01-07-2019 23:30,01-07-2019 23:45,None
01-07-2019 23:45,02-07-2019 00:00,39
02-07-2019 00:00,02-07-2019 00:15,39
02-07-2019 00:15,02-07-2019 00:30,39
02-07-2019 00:30,02-07-2019 00:45,None
02-07-2019 00:45,02-07-2019 01:00,44
02-07-2019 01:00,02-07-2019 01:15,44
02-07-2019 01:15,02-07-2019 01:30,44
02-07-2019 01:30,02-07-2019 01:45,None
02-07-2019 01:45,02-07-2019 02:00,48
02-07-2019 02:00,02-07-2019 02:15,48
02-07-2019 02:15,02-07-2019 02:30,48
02-07-2019 02:30,02-07-2019 02:45,None
02-07-2019 02:45,02-07-2019 03:00,55
02-07-2019 03:00,02-07-2019 03:15,55
02-07-2019 03:15,02-07-2019 03:30,55
02-07-2019 03:30,02-07-2019 03:45,None
02-07-2019 03:45,02-07-2019 04:00,63
02-07-2019 04:00,02-07-2019 04:15,63
02-07-2019 04:15,02-07-2019 04:30,63
02-07-2019 04:30,02-07-2019 04:45,None
02-07-2019 04:45,02-07-2019 05:00,52
02-07-2019 05:00,02-07-2019 05:15,52
02-07-2019 05:15,02-07-2019 05:30,52
02-07-2019 05:30,02-07-2019 05:45,None
02-07-2019 05:45,02-07-2019 06:00,55
02-07-2019 06:00,02-07-2019 06:15,55
02-07-2019 06:15,02-07-2019 06:30,55
02-07-2019 06:30,02-07-2019 06:45,None
02-07-2019 06:45,02-07-2019 07:00,48
02-07-2019 07:00,02-07-2019 07:15,48
02-07-2019 07:15,02-07-2019 07:30,48
02-07-2019 07:30,02-07-2019 07:45,None
02-07-2019 07:45,02-07-2019 08:00,78
02-07-2019 08:00,02-07-2019 08:15,78
02-07-2019 08:15,02-07-2019 08:30,78
02-07-2019 08:30,02-07-2019 08:45,None
02-07-2019 08:45,02-07-2019 09:00,46
02-07-2019 09:00,02-07-2019 09:15,46
02-07-2019 09:15,02-07-2019 09:30,46
02-07-2019 09:30,02-07-2019 09:45,None
02-07-2019 09:45,02-07-2019 10:00,50
02-07-2019 10:00,02-07-2019 10:15,50
02-07-2019 10:15,02-07-2019 10:30,50
02-07-2019 10:30,02-07-2019 10:45,None
02-07-2019 10:45,02-07-2019 11:00,57
02-07-2019 11:00,02-07-2019 11:15,57
02-07-2019 11:15,02-07-2019 11:30,57
02-07-2019 11:30,02-07-2019 11:45,None
02-07-2019 11:45,02-07-2019 12:00,75
02-07-2019 12:00,02-07-2019 12:15,75
02-07-2019 12:15,02-07-2019 12:30,75
02-07-2019 12:30,02-07-2019 12:45,None
02-07-2019 12:45,02-07-2019 13:00,89
02-07-2019 13:00,02-07-2019 13:15,89
02-07-2019 13:15,02-07-2019 13:30,89
02-07-2019 13:30,02-07-2019 13:45,None
02-07-2019 13:45,02-07-2019 14:00,75
02-07-2019 14:00,02-07-2019 14:15,75
02-07-2019 14:15,02-07-2019 14:30,75
02-07-2019 14:30,02-07-2019 14:45,None
02-07-2019 14:45,02-07-2019 15:00,74
02-07-2019 15:00,02-07-2019 15:15,74
02-07-2019 15:15,02-07-2019 15:30,74
02-07-2019 15:30,02-07-2019 15:45,None
02-07-2019 15:45,02-07-2019 16:00,74
02-07-2019 16:00,02-07-2019 16:15,74
02-07-2019 16:15,02-07-2019 16:30,74
02-07-2019 16:30,02-07-2019 16:45,None
02-07-2019 16:45,02-07-2019 17:00,73
02-07-2019 17:00,02-07-2019 17:15,73
02-07-2019 17:15,02-07-2019 17:30,73
02-07-2019 17:30,02-07-2019 17:45,None
02-07-2019 17:45,02-07-2019 18:00,74
02-07-2019 18:00,02-07-2019 18:15,74
02-07-2019 18:15,02-07-2019 18:30,74
02-07-2019 18:30,02-07-2019 18:45,None
02-07-2019 18:45,02-07-2019 19:00,66
02-07-2019 19:00,02-07-2019 19:15,66
02-07-2019 19:15,02-07-2019 19:30,66
02-07-2019 19:30,02-07-2019 19:45,None
02-07-2019 19:45,02-07-2019 20:00,68
02-07-2019 20:00,02-07-2019 20:15,68
02-07-2019 20:15,02-07-2019 20:30,68
02-07-2019 20:30,02-07-2019 20:45,None
02-07-2019 20:45,02-07-2019 21:00,69
02-07-2019 21:00,02-07-2019 21:15,69
02-07-2019 21:15,02-07-2019 21:30,69
02-07-2019 21:30,02-07-2019 21:45,None
02-07-2019 21:45,02-07-2019 22:00,75
02-07-2019 22:00,02-07-2019 22:15,75
02-07-2019 22:15,02-07-2019 22:30,75
02-07-2019 22:30,02-07-2019 22:45,None
02-07-2019 22:45,02-07-2019 23:00,84
02-07-2019 23:00,02-07-2019 23:15,84
02-07-2019 23:15,02-07-2019 23:30,84
02-07-2019 23:30,02-07-2019 23:45,None
02-07-2019 23:45,03-07-2019 00:00,53
03-07-2019 00:00,03-07-2019 00:15,53
03-07-2019 00:15,03-07-2019 00:30,53
03-07-2019 00:30,03-07-2019 00:45,None
03-07-2019 00:45,03-07-2019 01:00,50
03-07-2019 01:00,03-07-2019 01:15,50
03-07-2019 01:15,03-07-2019 01:30,50
03-07-2019 01:30,03-07-2019 01:45,None
03-07-2019 01:45,03-07-2019 02:00,41
03-07-2019 02:00,03-07-2019 02:15,41
03-07-2019 02:15,03-07-2019 02:30,41
03-07-2019 02:30,03-07-2019 02:45,None
03-07-2019 02:45,03-07-2019 03:00,52
03-07-2019 03:00,03-07-2019 03:15,52
03-07-2019 03:15,03-07-2019 03:30,52
03-07-2019 03:30,03-07-2019 03:45,None
03-07-2019 03:45,03-07-2019 04:00,47
03-07-2019 04:00,03-07-2019 04:15,47
03-07-2019 04:15,03-07-2019 04:30,47
03-07-2019 04:30,03-07-2019 04:45,None
03-07-2019 04:45,03-07-2019 05:00,47
03-07-2019 05:00,03-07-2019 05:15,47
03-07-2019 05:15,03-07-2019 05:30,47
03-07-2019 05:30,03-07-2019 05:45,None
03-07-2019 05:45,03-07-2019 06:00,45
03-07-2019 06:00,03-07-2019 06:15,45
03-07-2019 06:15,03-07-2019 06:30,45
03-07-2019 06:30,03-07-2019 06:45,None
03-07-2019 06:45,03-07-2019 07:00,41
03-07-2019 07:00,03-07-2019 07:15,41
03-07-2019 07:15,03-07-2019 07:30,41
03-07-2019 07:30,03-07-2019 07:45,None
03-07-2019 07:45,03-07-2019 08:00,48
03-07-2019 08:00,03-07-2019 08:15,48
03-07-2019 08:15,03-07-2019 08:30,48
03-07-2019 08:30,03-07-2019 08:45,None
03-07-2019 08:45,03-07-2019 09:00,48
03-07-2019 09:00,03-07-2019 09:15,48
03-07-2019 09:15,03-07-2019 09:30,48
03-07-2019 09:30,03-07-2019 09:45,None
03-07-2019 09:45,03-07-2019 10:00,28
03-07-2019 10:00,03-07-2019 10:15,28
03-07-2019 10:15,03-07-2019 10:30,28
03-07-2019 10:30,03-07-2019 10:45,None
03-07-2019 10:45,03-07-2019 11:00,39
03-07-2019 11:00,03-07-2019 11:15,39
03-07-2019 11:15,03-07-2019 11:30,39
03-07-2019 11:30,03-07-2019 11:45,None
03-07-2019 11:45,03-07-2019 12:00,45
03-07-2019 12:00,03-07-2019 12:00,45
06-07-2019 00:00,06-07-2019 00:15,73.8
06-07-2019 00:15,06-07-2019 00:30,73.8
06-07-2019 00:30,06-07-2019 00:45,73.8
06-07-2019 00:45,06-07-2019 01:00,73.3
06-07-2019 01:00,06-07-2019 01:15,54.3
06-07-2019 01:15,06-07-2019 01:30,54.3
06-07-2019 01:30,06-07-2019 01:45,54.3
06-07-2019 01:45,06-07-2019 02:00,54.7
06-07-2019 02:00,06-07-2019 02:15,73
06-07-2019 02:15,06-07-2019 02:30,73
06-07-2019 02:30,06-07-2019 02:45,73
06-07-2019 02:45,06-07-2019 03:00,73
06-07-2019 03:00,06-07-2019 03:15,69
06-07-2019 03:15,06-07-2019 03:30,69
06-07-2019 03:30,06-07-2019 03:45,69
06-07-2019 03:45,06-07-2019 04:00,68.5
06-07-2019 04:00,06-07-2019 04:15,48.4
06-07-2019 04:15,06-07-2019 04:30,48.4
06-07-2019 04:30,06-07-2019 04:45,48.4
06-07-2019 04:45,06-07-2019 05:00,48.2
06-07-2019 05:00,06-07-2019 05:15,38
06-07-2019 05:15,06-07-2019 05:30,38
06-07-2019 05:30,06-07-2019 05:45,38
06-07-2019 05:45,06-07-2019 06:00,38.1
06-07-2019 06:00,06-07-2019 06:15,43.6
06-07-2019 06:15,06-07-2019 06:30,43.6
06-07-2019 06:30,06-07-2019 06:45,43.6
06-07-2019 06:45,06-07-2019 07:00,43.4
06-07-2019 07:00,06-07-2019 07:15,37.4
06-07-2019 07:15,06-07-2019 07:30,37.4
06-07-2019 07:30,06-07-2019 07:45,37.4
06-07-2019 07:45,06-07-2019 08:00,38
06-07-2019 08:00,06-07-2019 08:15,65.4
06-07-2019 08:15,06-07-2019 08:30,65.4
06-07-2019 08:30,06-07-2019 08:45,65.4
06-07-2019 08:45,06-07-2019 09:00,64.9
06-07-2019 09:00,06-07-2019 09:15,46.8
06-07-2019 09:15,06-07-2019 09:30,46.8
06-07-2019 09:30,06-07-2019 09:45,46.8
06-07-2019 09:45,06-07-2019 10:00,46.9
06-07-2019 10:00,06-07-2019 10:15,53.4
06-07-2019 10:15,06-07-2019 10:30,53.4
06-07-2019 10:30,06-07-2019 10:45,53.4
06-07-2019 10:45,06-07-2019 11:00,53.1
06-07-2019 11:00,06-07-2019 11:15,39.4
06-07-2019 11:15,06-07-2019 11:30,39.4
06-07-2019 11:30,06-07-2019 11:45,39.4
06-07-2019 11:45,06-07-2019 12:00,39.3
06-07-2019 12:00,06-07-2019 12:15,34.1
06-07-2019 12:15,06-07-2019 12:30,34.1
06-07-2019 12:30,06-07-2019 12:45,34.1
06-07-2019 12:45,06-07-2019 13:00,None
06-07-2019 13:00,06-07-2019 13:15,31.6
06-07-2019 13:15,06-07-2019 13:30,31.6
06-07-2019 13:30,06-07-2019 13:45,31.6
06-07-2019 13:45,06-07-2019 14:00,31.8
06-07-2019 14:00,06-07-2019 14:15,42
06-07-2019 14:15,06-07-2019 14:30,42
06-07-2019 14:30,06-07-2019 14:45,42
06-07-2019 14:45,06-07-2019 15:00,41.8
06-07-2019 15:00,06-07-2019 15:15,31.9
06-07-2019 15:15,06-07-2019 15:30,31.9
06-07-2019 15:30,06-07-2019 15:45,31.9
06-07-2019 15:45,06-07-2019 16:00,33.1
06-07-2019 16:00,06-07-2019 16:15,85
06-07-2019 16:15,06-07-2019 16:30,85
06-07-2019 16:30,06-07-2019 16:45,85
06-07-2019 16:45,06-07-2019 17:00,84.4
06-07-2019 17:00,06-07-2019 17:15,56.5
06-07-2019 17:15,06-07-2019 17:30,56.5
06-07-2019 17:30,06-07-2019 17:45,56.5
06-07-2019 17:45,06-07-2019 18:00,56.2
06-07-2019 18:00,06-07-2019 18:15,43.9
06-07-2019 18:15,06-07-2019 18:30,43.9
06-07-2019 18:30,06-07-2019 18:45,43.9
06-07-2019 18:45,06-07-2019 19:00,44
06-07-2019 19:00,06-07-2019 19:15,47.5
06-07-2019 19:15,06-07-2019 19:30,47.5
06-07-2019 19:30,06-07-2019 19:45,47.5
06-07-2019 19:45,06-07-2019 20:00,48
06-07-2019 20:00,06-07-2019 20:15,68.6
06-07-2019 20:15,06-07-2019 20:30,68.6
06-07-2019 20:30,06-07-2019 20:45,68.6
06-07-2019 20:45,06-07-2019 21:00,68.6
06-07-2019 21:00,06-07-2019 21:15,72.1
06-07-2019 21:15,06-07-2019 21:30,72.1
06-07-2019 21:30,06-07-2019 21:45,72.1
06-07-2019 21:45,06-07-2019 22:00,72
06-07-2019 22:00,06-07-2019 22:15,66.5
06-07-2019 22:15,06-07-2019 22:30,66.5
06-07-2019 22:30,06-07-2019 22:45,66.5
06-07-2019 22:45,06-07-2019 23:00,66.1
06-07-2019 23:00,06-07-2019 23:15,49.4
06-07-2019 23:15,06-07-2019 23:30,49.4
06-07-2019 23:30,06-07-2019 23:45,49.4
06-07-2019 23:45,07-07-2019 00:00,None
07-07-2019 00:00,07-07-2019 00:15,39.8
07-07-2019 00:15,07-07-2019 00:30,39.8
07-07-2019 00:30,07-07-2019 00:45,39.8
07-07-2019 00:45,07-07-2019 01:00,39.7
07-07-2019 01:00,07-07-2019 01:15,37.2
07-07-2019 01:15,07-07-2019 01:30,37.2
07-07-2019 01:30,07-07-2019 01:45,37.2
07-07-2019 01:45,07-07-2019 02:00,37.1
07-07-2019 02:00,07-07-2019 02:15,33.2
07-07-2019 02:15,07-07-2019 02:30,33.2
07-07-2019 02:30,07-07-2019 02:45,33.2
07-07-2019 02:45,07-07-2019 03:00,33.1
07-07-2019 03:00,07-07-2019 03:15,30.9
07-07-2019 03:15,07-07-2019 03:30,30.9
07-07-2019 03:30,07-07-2019 03:45,30.9
07-07-2019 03:45,07-07-2019 04:00,31.4
07-07-2019 04:00,07-07-2019 04:15,56.7
07-07-2019 04:15,07-07-2019 04:30,56.7
07-07-2019 04:30,07-07-2019 04:45,56.7
07-07-2019 04:45,07-07-2019 05:00,56.5
07-07-2019 05:00,07-07-2019 05:15,44
07-07-2019 05:15,07-07-2019 05:30,44
07-07-2019 05:30,07-07-2019 05:45,44
07-07-2019 05:45,07-07-2019 06:00,43.9
07-07-2019 06:00,07-07-2019 06:15,39.1
07-07-2019 06:15,07-07-2019 06:30,39.1
07-07-2019 06:30,07-07-2019 06:45,39.1
07-07-2019 06:45,07-07-2019 07:00,39.2
07-07-2019 07:00,07-07-2019 07:15,43.3
07-07-2019 07:15,07-07-2019 07:30,43.3
07-07-2019 07:30,07-07-2019 07:45,43.3
07-07-2019 07:45,07-07-2019 08:00,44.2
07-07-2019 08:00,07-07-2019 08:15,83.4
07-07-2019 08:15,07-07-2019 08:30,83.4
07-07-2019 08:30,07-07-2019 08:45,83.4
07-07-2019 08:45,07-07-2019 09:00,83.1
07-07-2019 09:00,07-07-2019 09:15,72.9
07-07-2019 09:15,07-07-2019 09:30,72.9
07-07-2019 09:30,07-07-2019 09:45,72.9
07-07-2019 09:45,07-07-2019 10:00,72.5
07-07-2019 10:00,07-07-2019 10:15,52.6
07-07-2019 10:15,07-07-2019 10:30,52.6
07-07-2019 10:30,07-07-2019 10:45,52.6
07-07-2019 10:45,07-07-2019 11:00,52.6
07-07-2019 11:00,07-07-2019 11:15,55.6
07-07-2019 11:15,07-07-2019 11:30,55.6
07-07-2019 11:30,07-07-2019 11:45,55.6
07-07-2019 11:45,07-07-2019 12:00,55.2
07-07-2019 12:00,07-07-2019 12:15,41.7
07-07-2019 12:15,07-07-2019 12:30,41.7
07-07-2019 12:30,07-07-2019 12:45,41.7
07-07-2019 12:45,07-07-2019 13:00,41.4
07-07-2019 13:00,07-07-2019 13:15,32.5
07-07-2019 13:15,07-07-2019 13:30,32.5
07-07-2019 13:30,07-07-2019 13:45,32.5
07-07-2019 13:45,07-07-2019 14:00,32.5
07-07-2019 14:00,07-07-2019 14:15,30.9
07-07-2019 14:15,07-07-2019 14:30,30.9
07-07-2019 14:30,07-07-2019 14:45,30.9
07-07-2019 14:45,07-07-2019 15:00,30.8
